,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
1294922,4,370131.41,0.0,0.0,1371822.38,1741953.79
6075112,1,555328.55,555328.55,0.0,0.0,555328.55
2986113,1,400758.85,400758.85,0.0,2210854.46,4090444.07
1510291,1,1539687.27,1539687.27,0.0,256502.86,1796190.14
2023178,1,114664.45,0.0,0.0,163667.97,278332.42
2761650,1,1650168.9,1650168.9,0.0,3023206.41,4673375.3
6015239,1,9265.43,9265.43,0.0,0.0,9265.43
6272941,1,3020974.53,3020974.53,0.0,943032.19,3964006.72
5512133,1,7067.77,41300.0,34232.23,7321799.73,7433637.62
5703025,0,174519.59,650.0,175169.59,331828.82,157309.22
5072054,4,5338162.8,5338162.8,0.0,0.0,0.0
6293769,1,1576531.53,1576531.53,0.0,0.0,1576531.53
182249,3,38103.96,269.0,0.0,0.0,0.0
1638862,3,25081.19,21575.0,0.0,0.0,0.0
3446903,3,6953.88,10044.01,3090.13,0.0,0.0
5844164,1,46533.22,0.0,0.0,13023720.71,13070253.93
6065311,1,430207.22,430207.22,0.0,148478.49,578685.71
6202224,1,181543.89,181543.89,0.0,0.0,181543.89
1742541,1,159187.21,21165.0,0.0,2041688.15,2200875.36
4064546,3,8992.18,124275.38,115283.2,0.0,0.0
1060902,1,224913.14,224913.14,0.0,1063073.21,1287986.36
1709833,4,11385.0,11385.0,0.0,0.0,0.0
5602505,0,261856.71,455096.0,716952.71,239483.35,0.0
5001612,1,13774.15,13774.15,0.0,3269410.95,3283185.1
1070148,4,1244037.74,1244037.74,0.0,0.0,0.0
4317413,1,152196.32,0.0,0.0,935387.48,1087583.8
2301,4,235238.66,235238.66,0.0,0.0,0.0
3364103,3,11303.73,294252.0,282948.27,0.0,0.0
4618288,3,181.19,87302.44,87121.25,0.0,0.0
725132,4,5979556.06,5979556.06,0.0,0.0,0.0
4893393,3,4941.97,255404.0,250462.03,0.0,0.0
2584992,1,52636.6,106826.0,54189.4,0.0,52636.6
6284987,4,50577.26,50577.26,0.0,0.0,0.0
5906553,1,108684.12,13313.0,0.0,23475.56,132159.68
3075799,3,10681.08,282474.93,271793.85,0.0,0.0
6201410,1,1396824.94,1396824.94,0.0,25923.43,1422748.37
3749912,1,345533.89,345533.89,0.0,501951.83,847485.72
3427452,0,54559.12,917416.9,971976.02,304226.28,249667.16
6272362,1,6038051.03,6038051.03,0.0,741636.76,6779687.79
5302036,0,198307.86,1680.0,199987.86,0.0,0.0
4058810,4,176059.16,176059.16,0.0,0.0,0.0
6359824,1,226726.51,127657.0,0.0,98724.07,325450.58
1056475,3,6935.6,8919.92,1984.32,0.0,0.0
2994101,4,1454888.86,1454888.86,0.0,0.0,0.0
5174444,4,1438737.78,1438737.78,0.0,0.0,0.0
6362373,1,72955.08,72955.08,0.0,0.0,72955.08
1511314,4,522343.83,522343.83,0.0,0.0,0.0
6358073,1,773926.81,773926.81,0.0,1612283.59,2386210.4
6102387,1,356224.26,356224.26,0.0,0.0,356224.26
6259040,1,983417.49,983417.49,0.0,0.0,983417.49
6022061,1,4417191.86,4417191.86,0.0,188202.71,4605394.57
5929205,1,305975.38,0.0,0.0,1868091.84,2174067.23
1511329,1,288032.02,288032.02,0.0,0.0,288032.02
6118809,4,116974.87,116974.87,0.0,0.0,0.0
2810809,1,235075.62,235075.62,0.0,436894.35,310170.72
4402184,1,526787.54,526787.54,0.0,2422.53,563605.43
584083,4,214975.9,214975.9,0.0,0.0,0.0
4111538,0,62832.92,6358463.75,6421296.66,839544.77,776711.86
5099564,1,211942.22,0.0,0.0,1091185.46,1303127.67
3845212,1,34257.67,0.0,0.0,151639.52,185897.19
6040733,1,326052.83,326052.83,0.0,0.0,326052.83
579670,3,729.23,50659.0,49929.77,0.0,0.0
6356174,1,14148.64,14148.64,0.0,79499.16,93647.8
6295864,1,74103.27,259671.74,185568.47,257370.23,331473.5
6008422,4,32671.88,32671.88,0.0,0.0,0.0
5616080,1,134297.68,134297.68,0.0,419490.33,553788.01
4785676,4,237943.62,237943.62,0.0,0.0,0.0
6261063,1,228706.19,228706.19,0.0,118230.46,346936.65
1030366,1,1011606.26,1011606.26,0.0,0.0,1011606.26
2231860,3,463.68,380441.22,379977.54,0.0,0.0
251925,3,12518.05,214643.65,202125.6,0.0,0.0
6353882,3,24261.18,255625.0,231363.82,0.0,0.0
3760288,4,536624.41,536624.41,536624.41,0.0,0.0
1707592,1,10000000.0,10000000.0,0.0,2145275.47,12145275.47
4681672,1,346556.09,36831.55,0.0,14612773.57,15333550.93
6061832,1,161024.8,161024.8,0.0,570881.26,731906.06
114407,0,737.14,10386423.56,10387160.7,356168.96,786350.58
4712423,3,691.16,0.0,0.0,0.0,0.0
1030656,1,5338583.38,5338583.38,0.0,31250.62,5369834.0
6063554,4,56290.17,56290.17,0.0,0.0,0.0
6010468,4,2758096.0,2758096.0,0.0,0.0,0.0
2752775,1,1947807.58,1947807.58,0.0,149.0,1947956.58
2812964,1,1385945.61,1385945.61,0.0,446776.76,1832722.37
6361143,1,2624422.62,2624422.62,0.0,1204416.83,3828839.45
2730590,4,31593.95,31593.95,0.0,0.0,0.0
1030595,4,959018.79,959018.79,0.0,0.0,0.0
3272,1,14949.84,14949.84,0.0,18161.79,33111.63
3211990,4,2085019.56,2085019.56,0.0,0.0,0.0
3960325,1,40593.23,40593.23,0.0,173347.8,213941.02
3610546,4,3486005.08,3486005.08,0.0,0.0,0.0
3960318,4,162756.9,162756.9,0.0,0.0,0.0
731275,1,168901.63,38397.0,0.0,106636.0,275537.63
1229727,0,328418.86,107034.0,435452.86,0.0,0.0
3300752,1,195227.91,0.0,0.0,1256726.0,1451953.91
1213372,1,376292.8,3680.0,0.0,727102.13,1103394.94
5474861,0,77120.63,5241037.01,5318157.64,271196.28,194075.65
1932129,4,871893.15,871893.15,0.0,0.0,0.0
2801110,1,285376.6,285376.6,0.0,2719914.68,3005291.27
6313562,1,297941.53,0.0,0.0,845542.29,1143483.81
3280100,3,1420.6,0.0,0.0,0.0,0.0
4785769,1,116940.32,116940.32,0.0,491820.33,608760.65
5262589,4,586745.22,135887.0,0.0,0.0,586745.22
1030678,1,8380.79,8380.79,0.0,0.0,8380.79
4785670,4,101013.32,101013.32,0.0,0.0,0.0
3292260,3,7252.65,0.0,0.0,0.0,0.0
1030613,4,2149976.69,2149976.69,0.0,0.0,0.0
3363957,1,653949.74,653949.74,0.0,1404475.93,2058425.67
4745346,1,78067.93,17124.0,0.0,0.0,78067.93
3610181,1,1911239.21,1911239.21,0.0,188720.75,2099959.96
5038283,0,50696.25,7813870.72,7864566.97,69934.65,19238.39
3960292,4,234673.76,234673.76,0.0,0.0,0.0
6118418,4,136245.39,136245.39,0.0,0.0,0.0
4388726,4,7748802.0,7748802.0,0.0,0.0,0.0
1030387,4,475368.94,475368.94,0.0,0.0,0.0
5563789,4,92001.22,92001.22,0.0,0.0,0.0
1268842,3,9151.07,0.0,0.0,0.0,0.0
6358060,1,367207.98,367207.98,0.0,0.0,367207.98
5624492,1,61978.32,0.0,0.0,267984.21,329962.53
5128584,4,5952739.3,5952739.3,0.0,0.0,0.0
1030568,1,684796.16,684796.16,0.0,2754453.54,3439249.7
6268975,4,34473.07,34473.07,0.0,0.0,0.0
6194195,1,82504.16,82504.16,0.0,190860.62,273364.78
5188019,1,703135.43,703135.43,0.0,14781.63,717917.06
3670250,1,2554948.41,2554948.41,0.0,0.0,2554948.41
965960,4,228133.33,0.0,0.0,7489493.55,7717626.88
2654518,3,12854.22,0.0,0.0,0.0,0.0
4062387,1,68190.48,0.0,0.0,2281256.27,2349446.75
1496376,1,6168077.6,6168077.6,0.0,0.0,6168077.6
1638381,1,16283.09,46284.0,30000.91,9139.06,25422.15
1030473,4,4631432.03,4631432.03,0.0,0.0,0.0
917025,1,420045.52,0.0,0.0,817036.72,1237082.25
1566721,0,276787.71,12495879.85,12772667.56,803875.95,527088.24
1635663,1,49223.39,0.0,0.0,1482019.75,1531243.14
6362428,4,252667.75,252667.75,0.0,0.0,0.0
3726541,3,15158.56,0.0,0.0,0.0,0.0
1030502,1,157494.6,157494.6,0.0,509029.31,666523.92
5056680,3,14711.47,60678.0,45966.53,0.0,0.0
5199047,3,4069.26,0.0,0.0,0.0,0.0
5732630,1,142733.03,52074.0,0.0,1003491.3,1146224.33
5297636,0,8525.62,11653750.32,11662275.94,31897.99,23372.37
1503391,4,810599.16,810599.16,0.0,0.0,0.0
2045488,1,18048.04,0.0,0.0,541040.68,559088.72
5967514,1,4737833.35,4737833.35,0.0,11580904.9,16318738.25
3903329,3,6289.02,102204.0,95914.98,0.0,0.0
6168677,4,643052.88,643052.88,0.0,0.0,0.0
1059652,4,37119.58,37119.58,0.0,0.0,0.0
6291212,1,1468304.35,1468304.35,0.0,0.0,1468304.35
6250154,3,14139.44,535559.62,521420.18,0.0,0.0
301434,1,455215.41,135.0,0.0,507764.49,968577.94
4767247,3,11786.34,0.0,0.0,0.0,0.0
2989623,4,6029387.26,6029387.26,0.0,0.0,0.0
6167694,1,692743.57,692743.57,0.0,0.0,692743.57
5995102,1,1857935.57,1857935.57,0.0,738704.8,2596640.37
5684450,3,1621.61,309259.0,307637.39,0.0,0.0
2915880,4,474446.08,0.0,0.0,609907.98,1084354.06
3855277,4,101515.68,101515.68,0.0,0.0,0.0
6225123,3,39047.76,139970.0,100922.24,0.0,0.0
6351081,1,2184556.65,2184556.65,0.0,734500.25,2919056.89
779909,3,13607.72,200.0,0.0,0.0,0.0
2848387,1,33954.59,0.0,0.0,913194.22,947148.81
6002781,1,87300.31,52606.0,0.0,1733791.9,1821092.21
6205436,1,10000000.0,10000000.0,0.0,5859505.54,15859505.54
5699954,1,54845.39,187966.0,133120.61,0.0,54845.39
5516103,3,16161.41,0.0,0.0,0.0,0.0
4486594,1,10211.81,10211.81,0.0,1975715.1,1985926.91
2744220,4,1434440.31,1434440.31,0.0,0.0,0.0
6020308,4,226689.16,226689.16,0.0,0.0,0.0
1059632,4,535654.59,535654.59,0.0,0.0,0.0
6351060,1,803038.11,803038.11,0.0,10502128.9,11305167.01
6039752,4,526119.49,526119.49,0.0,0.0,0.0
6260211,4,27985.73,27985.73,0.0,0.0,0.0
2139570,3,22385.97,0.0,0.0,0.0,0.0
1589450,4,51100.55,167378.0,116277.45,136560.45,187660.99
6269758,1,347893.16,347893.16,0.0,0.0,347893.16
65665,0,195471.75,6883312.65,7078784.4,2130936.68,2874894.2
6202687,1,1764389.11,1764389.11,0.0,7116057.41,8880446.51
6296739,4,198383.8,198383.8,0.0,0.0,0.0
6276617,1,711932.67,711932.67,0.0,20563.09,732495.77
6264967,1,1892137.66,1892137.66,0.0,200578.99,2092716.65
5443230,3,15565.36,312400.64,296835.28,0.0,0.0
5186929,1,1276300.86,1276300.86,0.0,0.0,1276300.86
1643749,1,12171.31,0.0,0.0,421170.25,837474.09
4271853,1,1072345.79,1072345.79,0.0,0.0,1072345.79
1399548,1,121840.55,60848.0,0.0,573137.21,694977.76
2801083,4,7983958.34,7983958.34,0.0,0.0,0.0
5420602,1,43395.47,115854.0,72458.53,54786.96,98182.44
4796624,1,128936.95,128936.95,0.0,1741561.22,1870498.17
2177946,1,242465.49,5056.0,0.0,461677.93,704143.42
5301177,1,152314.49,152314.49,0.0,144953.35,297267.84
1141252,1,10000000.0,10000000.0,0.0,179252.82,10179252.82
6265345,4,424700.99,424700.99,0.0,0.0,0.0
6042611,1,3641525.7,3641525.7,0.0,599102.39,4240628.09
588533,1,123582.96,62980.0,0.0,1289875.65,1413458.61
2839185,4,1769139.22,168432.0,0.0,10620908.91,12390048.13
1616835,4,86848.88,86848.88,0.0,0.0,0.0
1030666,1,1534926.96,1534926.96,0.0,0.0,1534926.96
72510,4,244068.01,244068.01,0.0,0.0,0.0
1059669,1,530377.28,530377.28,0.0,232558.45,762935.73
1946781,4,382960.64,382960.64,0.0,0.0,0.0
3030563,3,7813.44,192508.53,184695.09,0.0,0.0
883288,1,26252.72,109784.69,83531.98,4886216.53,4912469.25
4973262,1,120527.35,0.0,0.0,326868.81,447396.16
3193210,1,831725.76,831725.76,0.0,9544.26,841270.02
90636,4,475262.82,0.0,0.0,1108102.77,1583365.58
6040735,1,5363795.31,5363795.31,0.0,33769.18,5397564.49
5563792,1,193706.98,193706.98,0.0,18047571.21,19642021.17
5273767,1,440453.55,1242.34,0.0,4536006.77,4976460.32
673583,0,2201.11,639257.44,641458.55,25140.0,22938.89
3176152,1,297425.36,0.0,0.0,1449846.69,1747272.05
6358070,4,108779.53,108779.53,0.0,0.0,0.0
6039795,1,26654.46,26654.46,0.0,1575093.13,1601747.59
2807506,3,12037.54,0.0,0.0,0.0,0.0
1030570,1,400157.86,400157.86,0.0,0.0,400157.86
959089,1,16727.86,0.0,0.0,3858865.29,3440116.43
4255879,3,30177.54,0.0,0.0,0.0,0.0
3830427,3,10447.04,0.0,0.0,0.0,0.0
3911192,0,213239.87,7974238.82,8187478.69,1147445.38,934205.51
6272990,4,1051018.15,1051018.15,0.0,0.0,0.0
1059513,1,28871.9,28871.9,0.0,500205.51,529077.41
4786794,4,8994286.69,8994286.69,0.0,0.0,0.0
1415326,1,548135.5,0.0,0.0,7685155.26,8233290.76
5563509,4,1975271.77,1975271.77,0.0,0.0,0.0
5187810,1,174.92,174.92,0.0,29134.25,29309.17
6273196,4,1455839.54,1455839.54,0.0,0.0,0.0
6168655,4,788855.1,788855.1,0.0,0.0,0.0
2715551,3,31039.67,0.0,0.0,0.0,0.0
4232614,3,9369.61,39853.0,30483.39,0.0,0.0
1376688,0,161745.46,19690689.2,19852434.66,13094397.55,12932652.1
556521,4,379878.0,379878.0,0.0,0.0,0.0
3080775,3,1820.59,22373.0,20552.41,0.0,0.0
1030687,4,10000000.0,14830219.15,4830219.15,0.0,0.0
2730178,1,197881.33,0.0,0.0,2037329.82,2235211.16
1030660,1,45077.1,45077.1,0.0,126262.18,171339.29
6259936,4,4672401.04,4672401.04,0.0,0.0,0.0
98271,3,6595.0,0.0,0.0,0.0,0.0
267808,0,190136.7,58119.0,248255.7,228245.43,38108.73
4785650,4,929787.24,929787.24,0.0,0.0,0.0
2801141,4,8752000.36,8752000.36,0.0,0.0,0.0
925681,3,1359.42,0.0,0.0,0.0,0.0
145507,1,254494.05,0.0,0.0,464803.65,719297.7
4204686,0,122335.77,11723595.72,11845931.49,1904741.94,1782406.17
3221119,4,114827.36,114827.36,0.0,0.0,0.0
6035297,3,8988.85,7833.0,0.0,0.0,0.0
1030695,4,4094.07,4094.07,0.0,0.0,0.0
1059621,1,3523089.46,3523089.46,0.0,8737618.15,12260707.61
2163979,1,68117.65,0.0,0.0,251269.82,319387.47
2724585,1,55920.39,55920.39,0.0,0.0,55920.39
1511122,0,141639.66,6991371.48,7133011.14,436513.39,294873.72
5376546,3,8384.84,0.0,0.0,0.0,0.0
6291905,4,397069.12,397069.12,0.0,0.0,0.0
4754369,0,172077.73,7519418.86,7691496.59,4687399.44,4515321.71
1659580,3,18693.88,0.0,0.0,0.0,0.0
6100676,4,10000000.0,15999376.79,5999376.79,0.0,0.0
5703536,0,245167.86,4465923.3,4711091.16,502783.8,257615.94
3021408,0,316656.94,7209.0,323865.94,555663.21,239006.27
6170748,0,483468.47,29540.0,513008.47,537427.3,53958.83
1325511,4,417217.89,417217.89,0.0,0.0,0.0
1510105,4,66448.19,66448.19,0.0,0.0,0.0
5224787,3,12193.99,1233.0,0.0,0.0,0.0
2623754,4,23031.26,23031.26,0.0,0.0,0.0
2381340,1,911895.71,911895.71,0.0,68468.27,980363.98
6080941,1,253442.53,5074.0,0.0,1595779.57,1849222.09
2232992,1,331552.9,24522.0,0.0,0.0,331552.9
725559,1,442209.39,0.0,0.0,3232166.68,3481845.62
2185568,1,255447.96,25334.0,0.0,431494.49,686942.45
1602640,0,292739.62,80226.0,372965.62,0.0,0.0
1059612,4,566142.89,566142.89,0.0,0.0,0.0
1833482,0,229653.54,647572.51,877226.05,2704783.43,2475129.89
5102605,1,177216.73,0.0,0.0,1035903.59,1213120.32
309672,0,488423.21,6867475.1,7355898.31,1360062.57,887756.45
2676015,4,1663895.14,1663895.14,0.0,0.0,0.0
303946,4,38765.1,300947.0,262181.9,4456652.4,5253683.89
5813926,1,17484.18,19906.0,2421.82,0.0,17484.18
6200003,4,56125.55,56125.55,0.0,0.0,0.0
4565009,3,5194.66,0.0,0.0,0.0,0.0
1059585,1,71277.45,71277.45,0.0,2698147.17,2769424.62
6259923,1,1778520.7,1778520.7,0.0,0.0,1778520.7
6009598,1,4339822.23,4339822.23,0.0,0.0,4339822.23
3369093,1,900362.48,900362.48,0.0,0.0,900362.48
1327895,3,10923.25,136383.98,125460.73,0.0,0.0
57723,1,12561.11,0.0,0.0,23507.0,36068.11
1932215,4,1244224.16,1244224.16,0.0,0.0,0.0
2995386,1,2898.09,2898.09,0.0,741450.85,744348.94
4248555,3,12395.85,51213.96,38818.11,0.0,0.0
5500952,1,178864.47,0.0,0.0,8229734.17,8408598.65
4782754,4,5903457.39,5903457.39,0.0,0.0,0.0
4884364,1,71781.37,9931.0,0.0,380448.78,452230.15
3598219,1,127219.93,139453.0,12233.07,587868.2,715088.12
3715086,3,24420.77,23701.0,0.0,0.0,0.0
6281696,4,30674.98,30674.98,0.0,0.0,0.0
1705998,1,57502.07,0.0,0.0,209560.62,267062.69
5563785,4,251832.96,251832.96,0.0,0.0,0.0
5178429,1,105733.45,105733.45,0.0,934471.58,1040205.03
6356870,4,1371322.0,1371322.0,0.0,0.0,0.0
6138583,1,23539.19,0.0,0.0,369422.22,392961.41
6055689,4,558136.45,558136.45,0.0,0.0,0.0
1973234,1,1796069.2,1796069.2,0.0,0.0,1796069.2
5098029,1,393150.28,10278.0,0.0,1384373.66,1777523.94
6272030,4,348751.45,348751.45,0.0,0.0,0.0
605782,1,212688.47,1527.0,0.0,0.0,97789.33
724,1,416001.33,0.0,0.0,102.0,9291619.62
1956161,1,925579.57,925579.57,0.0,2147930.24,3073509.81
4955475,4,6417789.09,6417789.09,0.0,0.0,0.0
6296640,1,10000000.0,10000000.0,0.0,759509.55,10759509.55
5698641,3,2666.27,444640.23,441973.96,0.0,0.0
6351068,1,289177.34,289177.34,0.0,0.0,289177.34
3494811,3,11719.44,0.0,0.0,0.0,0.0
72511,1,244068.01,244068.01,0.0,0.0,338538.16
6120013,4,2136099.59,2136099.59,0.0,0.0,0.0
1644234,1,117213.17,317486.13,200272.96,5707394.95,5824608.12
3432801,1,70118.64,0.0,0.0,480893.24,551011.88
3633784,1,417787.06,36702.0,0.0,0.0,417787.06
6276599,1,345116.0,345116.0,0.0,249636.76,594752.77
5737449,4,1082200.06,1082200.06,0.0,0.0,0.0
882213,0,939.85,349969.0,350908.85,8906.82,7966.97
3744304,3,13056.85,14305.0,1248.15,0.0,0.0
2358061,3,15256.84,504107.0,488850.16,0.0,0.0
3610985,4,757422.83,757422.83,0.0,0.0,0.0
5159634,1,653151.55,653151.55,0.0,47452.25,700603.81
2605945,1,164519.7,164519.7,0.0,0.0,164519.7
3652199,4,58905.66,0.0,0.0,196558.77,255464.43
6114936,4,79323.25,79323.25,0.0,0.0,0.0
1529464,1,192033.94,7564.0,0.0,240696.95,432730.89
3037703,1,97589.67,68.0,0.0,194721.45,292311.11
1030591,4,3284197.88,3284197.88,0.0,0.0,0.0
6360920,1,751854.42,751854.42,0.0,11716.66,763571.08
6065314,4,127120.88,127120.88,0.0,0.0,0.0
5962324,1,20842.92,20842.92,0.0,118111.75,138954.67
6238640,3,17267.23,0.0,0.0,0.0,0.0
2283021,4,856386.66,856386.66,0.0,0.0,0.0
2884168,3,22541.63,0.0,0.0,0.0,0.0
6201885,1,2925111.67,2925111.67,0.0,0.0,2925111.67
3453733,4,6262505.91,6262505.91,0.0,0.0,0.0
3259880,0,31789.53,24733.0,56522.53,173478.35,141688.82
6062814,0,218759.57,8129907.46,8348667.03,360562.28,141802.71
4388781,1,8950011.46,8950011.46,0.0,3501917.61,12451929.08
5851425,4,395304.31,0.0,0.0,552203.98,808222.77
3680539,3,11936.7,0.0,0.0,0.0,0.0
6039460,1,75659.33,75659.33,0.0,850226.66,925885.99
2211817,0,251389.61,764452.77,1015842.38,5048169.06,4796779.45
1059574,4,188854.39,188854.39,0.0,0.0,0.0
5555665,1,4731371.88,4731371.88,0.0,0.0,4731371.88
2512734,3,19903.63,169232.0,149328.37,0.0,0.0
6002112,4,3037.67,3037.67,0.0,0.0,0.0
5162649,1,10358.27,10358.27,0.0,0.0,10358.27
5563779,4,1309940.05,1309940.05,0.0,0.0,0.0
1615121,4,619836.33,619836.33,0.0,0.0,0.0
3592472,1,218074.57,218074.57,0.0,162623.65,380698.21
1069777,4,91637.51,91637.51,0.0,0.0,0.0
2726958,4,555574.92,555574.92,0.0,0.0,0.0
6362441,1,90026.9,90026.9,0.0,339171.02,429197.92
4785633,1,1532281.61,1532281.61,0.0,0.0,1532281.61
1491468,3,23374.21,0.0,0.0,0.0,0.0
1059578,4,511379.9,511379.9,0.0,0.0,0.0
377772,3,12306.44,212236.78,199930.34,0.0,0.0
280762,1,125331.34,10475.0,0.0,130535.61,255866.95
3395827,0,179794.33,15714.0,195508.33,52150.66,0.0
6358609,1,10000000.0,10000000.0,0.0,377441.15,10377441.15
137064,0,212419.23,23917.0,236336.23,109283.19,0.0
2110209,3,3074.49,0.0,0.0,0.0,0.0
6322067,3,13090.18,0.0,0.0,0.0,0.0
1059692,4,466359.63,466359.63,0.0,0.0,0.0
6286323,1,14360.12,14360.12,0.0,8869218.72,8883578.84
5987484,1,1050135.78,1050135.78,0.0,4365234.19,5415369.97
626938,1,71693.42,71693.42,0.0,0.0,71693.42
5499465,1,76235.61,162373.55,86137.94,1275329.01,1351564.62
6358042,1,2580055.17,2580055.17,0.0,1052911.87,3632967.05
1932199,4,2232667.51,2232667.51,0.0,0.0,0.0
3188644,3,12492.84,468.22,0.0,0.0,0.0
2627725,3,3293.42,25695.23,22401.81,0.0,0.0
4881849,4,142715.07,142715.07,0.0,0.0,0.0
6040731,1,27696.89,27696.89,0.0,352139.13,379836.02
1030554,1,3786438.03,3786438.03,0.0,84013.26,3870451.29
6117039,3,30939.15,45410.95,14471.81,0.0,0.0
6032850,4,20111.45,20111.45,0.0,0.0,0.0
510271,1,123727.21,0.0,0.0,1133017.94,1256745.15
6027678,3,12968.4,0.0,0.0,0.0,0.0
5895900,4,2178303.49,2178303.49,0.0,0.0,0.0
5188060,4,199414.45,199414.45,0.0,0.0,0.0
1030406,1,724414.43,724414.43,0.0,223853.38,948267.81
3585607,1,2016790.84,2016790.84,0.0,0.0,2016790.84
1030734,1,337994.64,337994.64,0.0,0.0,337994.64
6118701,0,228928.78,1598148.23,1827077.01,713577.43,484648.65
575855,1,37065.55,37065.55,0.0,1396327.66,1433393.21
2684305,0,122426.5,9171592.98,9294019.47,221166.03,98739.53
581618,1,340255.79,181795.06,0.0,490950.65,831206.44
4785948,3,90534.24,0.0,0.0,0.0,0.0
1932211,4,18887.22,18887.22,0.0,0.0,0.0
710613,1,211199.25,0.0,0.0,369368.28,580567.53
2512626,1,6385.82,49828.0,43442.18,0.0,6385.82
345437,1,13382.68,0.0,0.0,473907.47,604567.47
2599897,4,1128579.71,1128579.71,0.0,0.0,0.0
1748919,0,199585.56,167484.41,367069.96,459895.54,260309.98
5782689,1,29417.54,11079.0,0.0,547022.29,576439.83
4557165,4,1076518.28,1076518.28,0.0,0.0,0.0
4785626,4,164382.72,164382.72,0.0,0.0,0.0
1843411,3,23180.24,337.0,0.0,0.0,0.0
6281801,4,2911505.23,2911505.23,0.0,0.0,0.0
3555503,1,64588.94,29832.0,0.0,140262.33,204851.27
1030401,4,401529.35,401529.35,0.0,0.0,0.0
3794061,3,10459.74,103959.0,93499.26,0.0,0.0
6112211,4,210525.95,210525.95,0.0,0.0,0.0
531622,1,49735.59,30516.0,0.0,10061193.93,10110929.52
6039802,4,2755588.11,2755588.11,0.0,0.0,0.0
5859358,0,167535.87,919.0,168454.87,4623942.7,4456406.83
6283816,4,619824.64,619824.64,0.0,0.0,0.0
4388753,1,1160652.82,1160652.82,0.0,249210.51,1409863.33
2217632,4,8142605.46,8142605.46,0.0,0.0,0.0
5898696,0,69863.43,40627.0,110490.43,752873.95,683010.51
6014705,4,21708.13,21708.13,0.0,0.0,0.0
1531914,3,22271.64,50528.0,28256.36,0.0,0.0
6009610,1,1912961.16,1912961.16,0.0,225745.59,2138706.75
4811012,1,189562.7,0.0,0.0,2688119.72,2877682.43
2068850,1,44855.77,0.0,0.0,292229.24,337085.01
6003068,1,226223.8,32579.0,0.0,145031.75,371255.55
4047634,1,128158.4,0.0,0.0,264528.04,392686.44
1750200,1,134373.93,162210.0,27836.07,7272695.18,7407069.1
643436,1,3606943.31,3606943.31,0.0,0.0,3606943.31
4394814,3,180.04,21007.0,20826.96,0.0,0.0
3960339,1,3080973.39,3080973.39,0.0,201833.93,3282807.32
6362571,1,748139.48,748139.48,0.0,0.0,748139.48
2059258,3,15055.08,0.0,0.0,0.0,0.0
4708201,1,226323.76,0.0,0.0,233062.73,459386.48
6259924,4,39247.74,39247.74,0.0,0.0,0.0
1482315,3,3844.42,1730.0,0.0,0.0,0.0
1992854,1,225361.44,225361.44,0.0,592102.39,817463.83
5678330,0,302517.69,3485911.6,3788429.29,3716782.35,3414264.65
481252,4,1861008.32,1861008.32,0.0,0.0,0.0
5359752,4,385567.18,385567.18,0.0,0.0,0.0
6040171,1,1610110.66,1610110.66,0.0,17821.53,1627932.2
1030759,4,249791.3,249791.3,0.0,0.0,0.0
1105257,1,421584.56,184248.69,0.0,781918.36,1203502.92
1511350,4,5477272.72,5477272.72,0.0,0.0,0.0
5952638,3,28804.77,825204.6,796399.83,0.0,0.0
1429773,1,121141.51,105998.0,0.0,0.0,121141.51
1030367,4,2050727.81,2050727.81,0.0,0.0,0.0
3184404,0,180208.86,31942.0,212150.86,237382.41,57173.55
1069756,4,990857.53,990857.53,0.0,0.0,0.0
2382177,1,159232.01,159232.01,0.0,0.0,159232.01
1304534,1,134439.39,0.0,0.0,846062.07,980501.46
2482045,0,46076.1,2941.0,49017.1,961729.2,915653.1
437263,0,103869.01,55178.0,159047.01,777876.79,612170.31
736812,0,457683.4,24791.0,482474.4,0.0,0.0
4923566,1,476250.64,0.0,0.0,747409.18,1223659.82
2744141,0,196630.18,150.0,196780.18,1033497.84,836867.66
576027,4,1646181.09,1646181.09,0.0,0.0,0.0
6280929,1,4438931.81,4438931.81,0.0,20066.68,4458998.5
6351223,4,10000000.0,13171085.59,3171085.59,0.0,0.0
6039806,4,471906.6,471906.6,0.0,0.0,0.0
680190,4,819503.92,819503.92,0.0,0.0,0.0
6121960,1,198888.16,198888.16,0.0,359018.15,557906.31
3478340,3,13195.74,0.0,0.0,0.0,0.0
1917545,3,27687.68,0.0,0.0,0.0,0.0
5467196,4,8317724.27,8317724.27,0.0,0.0,0.0
2343674,4,32830.82,32830.82,0.0,0.0,0.0
1067426,3,14542.16,27084.0,12541.84,0.0,0.0
1343812,0,230630.03,3441454.26,3672084.3,979521.53,748891.49
90710,1,473334.46,15785.0,0.0,0.0,473334.46
2382148,4,1961426.59,1961426.59,0.0,0.0,0.0
1898180,1,82068.13,0.0,0.0,90195.85,172263.98
1925871,3,14053.06,895.0,0.0,0.0,0.0
4579107,1,210678.67,0.0,0.0,645453.49,856132.16
266321,0,81447.3,9835758.03,9917205.32,442573.65,247747.01
3475407,3,11997.55,146607.91,134610.36,0.0,0.0
5186527,4,54892.98,54892.98,0.0,0.0,0.0
6351250,1,158788.32,158788.32,0.0,4995950.14,5154738.46
3228962,4,2374490.77,2374490.77,0.0,0.0,0.0
1341909,0,369435.73,416131.0,785566.73,0.0,0.0
